file_name,cloudinary_url,public_id
10th.jpeg,https://res.cloudinary.com/durpxoyq6/image/upload/v1779288016/bgzqdwhvgrsbtflguh94.jpg,bgzqdwhvgrsbtflguh94
2025_PHYSICS_SA_EXAM_PAPERS.jpeg,https://res.cloudinary.com/durpxoyq6/image/upload/v1779288027/zlnpgmj0rdaukvgialqg.jpg,zlnpgmj0rdaukvgialqg
